bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n
6727655-1,2.5,ausreichend,593350.16,5453499.951
6727655-2,2.3,befriedigend,593350.16,5453499.951
6727656-0,2.9,ausreichend,591790.746,5452665.146
6727657-0,2.3,befriedigend,591540.992,5452334.414
6727658-0,2.5,ausreichend,591184.378,5451736.797
6727659-1,2.7,ausreichend,590990.401,5451456.496
6727659-2,2.7,ausreichend,590990.401,5451456.496
6727660-0,2.5,ausreichend,590790.91,5451235.344
6727661-1,2.8,ausreichend,588767.91,5450935.51
6727661-2,2.7,ausreichend,588767.91,5450935.51
6727662-0,2.2,befriedigend,587855.875,5450975.419
6727663-0,2.2,befriedigend,585726.132,5451496.994
6727664-1,2.3,befriedigend,585321.876,5451564.737
6727664-2,2.8,ausreichend,585321.876,5451564.737
6727665-1,2.9,ausreichend,589874.402,5450746.986
6727665-2,2.5,ausreichend,589874.402,5450746.986
6727665-3,2.5,ausreichend,589874.402,5450746.986
6727665-4,2.5,ausreichend,589874.402,5450746.986
6727666-0,2.3,befriedigend,588174.496,5461385.611
6727667-0,2.2,befriedigend,588412.231,5460915.179
6727668-0,2.6,ausreichend,589171.544,5459789.97
6727669-0,2.3,befriedigend,589714.798,5459002.868
6727670-0,2.8,ausreichend,589939.167,5458107.102
6727671-0,2.4,befriedigend,589843.919,5457600.011
6727672-0,2.5,ausreichend,589686.957,5457183.596
6727673-0,3.3,nicht ausreichend,589554.45,5456903.282
6727674-0,3.3,nicht ausreichend,589394.344,5456594.162
6727675-0,2.4,befriedigend,588985.563,5455934.098
6727676-1,2.5,ausreichend,588402.834,5454788.025
6727676-2,2.5,ausreichend,588402.834,5454788.025
6727677-0,2.7,ausreichend,588258.232,5454179.229
6727678-0,2.8,ausreichend,588250.716,5454050.402
6727679-0,2.8,ausreichend,588470.813,5453112.48
6727680-0,2.5,ausreichend,588786.304,5452630.712
6727681-1,2.6,ausreichend,589322.353,5451914.053
6727681-2,2.6,ausreichend,589322.353,5451914.053
6727682-1,2.2,befriedigend,589563.474,5451491.947
6727682-2,2.8,ausreichend,589563.474,5451491.947
6728700-1,2.2,befriedigend,608714.825,5457034.514
6728700-2,2.2,befriedigend,608714.825,5457034.514
6728701-0,2.8,ausreichend,608183.855,5456682.478
6728702-0,2.5,ausreichend,607083.322,5456232.395
6728703-0,2.5,ausreichend,606668.87,5456181.671
6728704-1,2.4,befriedigend,606481.729,5456181.554
6728704-2,2.5,ausreichend,606481.729,5456181.554
6728705-0,2.5,ausreichend,605826.083,5456301.3
6728706-1,2.7,ausreichend,604723.586,5456724.911
6728706-2,2.7,ausreichend,604723.586,5456724.911
6728707-0,2.3,befriedigend,604081.935,5456835.044
6728708-1,2.5,ausreichend,603267.53,5456772.763
6728708-2,2.3,befriedigend,603267.53,5456772.763
6728709-1,2.7,ausreichend,602772.428,5456617.283
6728709-2,2.8,ausreichend,602772.428,5456617.283
6728710-1,2.7,ausreichend,602030.872,5456191.414
6728710-2,2.2,befriedigend,602030.872,5456191.414
6728711-0,2.4,befriedigend,600338.271,5455437.925
6728712-0,2.2,befriedigend,599429.205,5455319.311
6728714-0,2.7,ausreichend,597115.152,5454921.203
6728715-0,2.7,ausreichend,604513.027,5456781.244
6729501-0,2.0,befriedigend,615127.192,5459217.485
6729502-0,2.7,ausreichend,615366.276,5458567.779
6729510-0,1.9,gut,615902.666,5456623.616
6729513-0,2.8,ausreichend,618180.83,5454215.64
6729514-0,2.4,befriedigend,615481.473,5458023.312
6729515-0,2.0,befriedigend,615309.157,5458758.683
6729516-0,2.0,befriedigend,615082.639,5459311.575
6729517-0,2.0,befriedigend,614752.14,5460086.563
6729519-0,1.2,sehr gut,615534.468,5457940.199
6729520-0,2.0,befriedigend,616697.464,5455754.238
6729525-0,1.9,gut,614599.924,5460501.033
6729526-0,2.3,befriedigend,614653.022,5460409.14
6729700-0,2.9,ausreichend,620468.864,5457174.87
6729701-1,2.3,befriedigend,618755.899,5456498.861
6729701-2,2.5,ausreichend,618755.899,5456498.861
6729702-1,2.3,befriedigend,618257.48,5456466.884
6729702-2,2.3,befriedigend,618257.48,5456466.884
6729703-1,3.3,nicht ausreichend,617940.004,5456485.527
6729703-2,3.2,nicht ausreichend,617940.004,5456485.527
6729704-1,2.3,befriedigend,616238.853,5457038.313
6729704-2,2.3,befriedigend,616238.853,5457038.313
6729705-1,2.4,befriedigend,615642.85,5457234.092
6729705-2,2.7,ausreichend,615642.85,5457234.092
6729706-0,2.3,befriedigend,615133.535,5457322.563
6729707-1,2.3,befriedigend,614382.756,5457327.688
6729707-2,2.4,befriedigend,614382.756,5457327.688
6729708-1,2.2,befriedigend,613581.822,5457295.804
6729708-2,2.3,befriedigend,613581.822,5457295.804
6729709-0,2.5,ausreichend,611981.317,5457678.153
6729710-0,2.3,befriedigend,610745.468,5457965.516
6729711-1,2.3,befriedigend,609383.81,5457488.843
6729711-2,2.3,befriedigend,609383.81,5457488.843
6729714-0,2.7,ausreichend,615671.092,5457409.23
6729715-0,3.0,nicht ausreichend,615729.846,5457096.383
6730500-0,2.5,ausreichend,621902.719,5451593.774
6730700-1,2.4,befriedigend,627065.396,5462120.675
6730700-2,2.4,befriedigend,627065.396,5462120.675
6730701-1,2.3,befriedigend,626436.703,5461581.439
6730701-2,2.7,ausreichend,626436.703,5461581.439
6730702-0,2.3,befriedigend,625891.496,5460992.749
6730703-0,1.9,gut,625485.132,5460467.572
6730704-1,2.5,ausreichend,625413.872,5460369.964
6730704-2,2.5,ausreichend,625413.872,5460369.964
6730705-1,2.7,ausreichend,625100.462,5459961.052
6730705-2,3.0,nicht ausreichend,625100.462,5459961.052
6730706-1,3.0,nicht ausreichend,624841.258,5459660.733
6730706-2,2.7,ausreichend,624841.258,5459660.733
6730707-0,2.5,ausreichend,623651.67,5458614.797
6730708-1,2.5,ausreichend,622763.704,5458093.956
6730708-2,2.9,ausreichend,622763.704,5458093.956
6730709-1,2.3,befriedigend,621674.596,5457660.164
6730709-2,2.5,ausreichend,621674.596,5457660.164
6731601-0,1.1,sehr gut,637433.336,5453389.342
6731612-0,1.9,gut,639685.48,5459725.159
6731614-0,1.2,sehr gut,640757.964,5460661.811
6731616-0,2.2,befriedigend,643693.321,5462387.059
6731617-0,2.0,befriedigend,643683.373,5462377.339
6732507-1,2.8,ausreichend,653213.934,5456379.446
6732507-2,2.7,ausreichend,653213.934,5456379.446
6732508-1,2.7,ausreichend,653386.704,5456686.072
6732508-2,2.4,befriedigend,653386.704,5456686.072
6732509-0,2.0,befriedigend,653544.743,5456923.2
6732510-0,2.0,befriedigend,653659.273,5457652.551
6732511-0,2.0,befriedigend,653499.4,5458155.211
6732512-0,2.6,ausreichend,653420.88,5458302.722
6732513-0,2.5,ausreichend,653108.306,5458735.526
6732514-0,2.3,befriedigend,652518.141,5459402.374
6732515-1,1.9,gut,652097.278,5460080.53
6732515-2,2.2,befriedigend,652097.278,5460080.53
6732516-0,2.0,befriedigend,651975.347,5460505.554
6732517-0,2.3,befriedigend,651938.698,5462549.59
6732535-1,1.9,gut,652736.978,5455434.902
6732535-2,1.8,gut,652736.978,5455434.902
6732536-1,1.1,sehr gut,652462.34,5455083.914
6732536-2,2.0,befriedigend,652462.34,5455083.914
6732537-1,1.8,gut,652157.933,5454556.419
6732537-2,1.7,gut,652157.933,5454556.419
6733650-0,2.3,befriedigend,660550.322,5462883.261
6733652-0,2.3,befriedigend,660591.581,5462266.082
6733654-A,2.8,ausreichend,660685.134,5460852.958
6733655-1,2.2,befriedigend,660794.97,5460236.135
6733655-2,2.3,befriedigend,660974.74,5459251.5
6733656-1,2.5,ausreichend,661018.458,5459012.24
6733656-2,2.5,ausreichend,661018.458,5459012.24
6733657-0,2.8,ausreichend,661135.778,5458363.157
6733658-1,2.7,ausreichend,661308.448,5457426.138
6733658-2,3.0,nicht ausreichend,661308.448,5457426.138
6733659-1,2.5,ausreichend,661372.424,5457085.114
6733659-2,2.4,befriedigend,661372.424,5457085.114
6733660-1,2.4,befriedigend,661436.729,5456761.485
6733660-2,2.7,ausreichend,661436.729,5456761.485
6733661-0,2.8,ausreichend,661515.387,5456428.742
6733662-1,2.4,befriedigend,661854.008,5455123.067
6733662-2,2.2,befriedigend,661854.008,5455123.067
6733663-1,3.2,nicht ausreichend,661958.097,5454714.14
6733664-1,2.5,ausreichend,662287.626,5453695.495
6733664-2,2.2,befriedigend,662287.626,5453695.495
6733665-0,2.9,ausreichend,662810.355,5452805.921
6733666-0,2.8,ausreichend,662852.873,5452733.484
6733681-0,2.4,befriedigend,654389.857,5485250.842
6734522-1,2.2,befriedigend,678230.903,5459178.248
6734523-0,2.1,befriedigend,678299.625,5459172.879
6734529-0,2.0,befriedigend,679363.15,5459159.83
6734530-0,2.4,befriedigend,679575.634,5459163.905
6734531-0,2.3,befriedigend,678136.149,5459182.568
6734532-0,1.8,gut,678136.96,5459160.597
6734548-1,2.0,befriedigend,678651.974,5452912.937
6734548-2,1.7,gut,678652.344,5452897.868
6734553-1,2.1,befriedigend,678249.458,5457645.898
6734554-0,1.6,gut,678387.495,5457412.889
6734556-0,1.0,sehr gut,678757.881,5456241.33
6734557-0,1.6,gut,678750.644,5455682.24
6734558-0,2.5,ausreichend,680381.71,5463544.599
6734560-0,2.0,befriedigend,679674.284,5463571.199
6734561-0,2.6,ausreichend,679143.244,5463601.839
6734563-0,2.0,befriedigend,678020.808,5463375.113
6734567-0,2.2,befriedigend,676255.617,5461069.62
6734568-0,2.1,befriedigend,676324.824,5460714.023
6734569-0,2.7,ausreichend,677207.541,5460183.028
6735500-0,2.2,befriedigend,684427.627,5455945.183
6735501-0,2.0,befriedigend,684513.611,5455957.851
6735522-0,1.1,sehr gut,684905.306,5455488.155
6735650-0,2.5,ausreichend,685966.747,5463154.876
6735651-0,2.5,ausreichend,685995.246,5463102.074
6735652-1,2.7,ausreichend,687163.373,5462086.07
6735652-2,3.0,nicht ausreichend,687163.373,5462086.07
6735653-0,2.5,ausreichend,687263.702,5462054.239
6735654-0,2.8,ausreichend,688140.82,5461903.279
6735655-0,2.5,ausreichend,689025.482,5461254.33
6735656-0,2.6,ausreichend,689170.257,5460950.478
6735657-0,2.8,ausreichend,689329.597,5460465.139
6735658-1,3.0,nicht ausreichend,689500.64,5459948.578
6735658-2,3.0,nicht ausreichend,689500.64,5459948.578
6735659-0,2.8,ausreichend,690196.838,5458794.335
6735660-0,2.4,befriedigend,690431.161,5458551.485
6735661-1,2.5,ausreichend,690562.673,5458435.481
6735661-2,2.3,befriedigend,690562.673,5458435.481
6735662-1,2.5,ausreichend,690836.957,5458228.5
6735662-2,2.7,ausreichend,690836.957,5458228.5
6735662-3,2.4,befriedigend,690836.957,5458228.5
6735662-4,2.3,befriedigend,690836.957,5458228.5
6735662-5,2.3,befriedigend,690836.957,5458228.5
6735663-1,2.9,ausreichend,691014.063,5458112.859
6735663-2,2.5,ausreichend,691014.063,5458112.859
6735664-1,2.8,ausreichend,691742.293,5457485.755
6735664-2,2.6,ausreichend,691742.293,5457485.755
6735665-1,2.3,befriedigend,691985.697,5457037.966
6735665-2,2.8,ausreichend,691985.697,5457037.966
6735666-0,2.9,ausreichend,692556.714,5455716.8
6735667-0,2.8,ausreichend,692905.263,5454876.838
6735668-1,2.8,ausreichend,693260.614,5453946.162
6735668-2,2.8,ausreichend,693260.614,5453946.162
6735669-0,2.9,ausreichend,693632.19,5453613.951
6735670-1,2.7,ausreichend,694012.336,5453445.737
6735670-2,2.5,ausreichend,694012.336,5453445.737
6735671-0,2.0,befriedigend,686861.236,5462210.832
6735672-0,2.0,befriedigend,687484.283,5461994.675
6736720-0,2.8,ausreichend,694392.661,5453341.768
6736721-1,2.8,ausreichend,694925.796,5453072.993
6736721-2,2.8,ausreichend,694925.796,5453072.993
6738501-2,1.0,sehr gut,725422.437,5462551.536
6738525-0,2.5,ausreichend,723540.397,5456367.763
6738526-0,1.9,gut,725506.931,5458820.37
6738751-1,2.9,ausreichend,728727.488,5464929.01
6738751-2,2.9,ausreichend,728727.488,5464929.01
6738752-0,2.5,ausreichend,727802.772,5463087.144
6738753-1,2.5,ausreichend,727442.429,5462442.553
6738753-2,2.8,ausreichend,727442.429,5462442.553
6738754-0,2.5,ausreichend,727906.837,5459308.027
6738755-0,2.7,ausreichend,727677.528,5456422.994
6738756-1,2.7,ausreichend,726915.935,5454786.166
6738756-2,2.7,ausreichend,726915.935,5454786.166
6738757-0,2.7,ausreichend,727345.809,5462234.235
6738758-0,2.8,ausreichend,727172.47,5455400.636
6738759-0,2.9,ausreichend,727988.492,5457978.126
6738760-0,2.4,befriedigend,727784.614,5463054.763
6738761-0,2.3,befriedigend,727249.616,5461945.373
6738762-1,2.5,ausreichend,726913.238,5454461.025
6738762-2,2.4,befriedigend,726913.238,5454461.025
6738763-0,2.0,befriedigend,727164.534,5461483.259
6739500-0,2.7,ausreichend,741289.386,5460886.758
6739501-0,2.0,befriedigend,740821.765,5460885.431
6739502-0,2.0,befriedigend,740734.834,5460885.607
6739503-0,2.7,ausreichend,740716.85,5460885.454
6739504-0,2.1,befriedigend,740674.885,5460885.888
6739505-0,2.0,befriedigend,740651.911,5460886.494
6739506-0,2.1,befriedigend,740531.52,5460896.939
6739508-0,2.7,ausreichend,740001.165,5461321.55
6739510-0,2.2,befriedigend,731770.099,5465063.662
6739531-0,1.1,sehr gut,739738.286,5462033.185
6739541-0,2.7,ausreichend,739875.718,5461203.655
6739543-0,1.9,gut,732312.434,5464753.898
6739545-0,2.7,ausreichend,741880.173,5455233.461
6739546-0,1.9,gut,742610.657,5455504.331
6740501-0,2.2,befriedigend,748896.657,5459190.873
6740504-0,2.3,befriedigend,751018.913,5457837.831
6740632-0,2.7,ausreichend,746284.055,5460496.763
6740639-0,1.9,gut,743401.968,5455677.618
6741500-0,1.0,sehr gut,766094.553,5461078.688
6741501-1,1.9,gut,764066.557,5456580.792
6741501-2,1.1,sehr gut,764066.557,5456580.792
6741503-1,2.0,befriedigend,759829.758,5457501.175
6741503-2,1.0,sehr gut,759829.758,5457501.175
6741504-0,3.5,ungenŸgend,756137.717,5455893.095
6741505-0,3.0,nicht ausreichend,755587.528,5456058.733
6741506-0,2.7,ausreichend,755146.874,5456038.911
6741519-1,2.2,befriedigend,760446.406,5457087.939
6741519-2,2.2,befriedigend,760446.406,5457087.939
6741520-1,1.8,gut,760785.324,5456634.394
6741520-2,2.1,befriedigend,760785.324,5456634.394
6741521-1,1.7,gut,761469.119,5456442.561
6741521-2,1.5,gut,761469.119,5456442.561
6741522-0,2.5,ausreichend,766603.568,5456185.41
6741523-0,1.7,gut,765668.814,5461615.107
6741525-0,2.3,befriedigend,765765.608,5456509.357
6741547-0,1.0,sehr gut,762992.744,5455960.062
6741548-0,1.0,sehr gut,763901.664,5456481.941
6741551-0,1.8,gut,764324.984,5456633.017
6741552-0,1.3,sehr gut,765207.833,5456666.532
6742501-0,1.9,gut,772421.526,5462402.499
6742502-0,1.6,gut,772561.339,5463355.991
6742505-0,2.0,befriedigend,772985.741,5463910.769
6742508-0,2.5,ausreichend,767508.8,5460366.765
6742515-0,1.0,sehr gut,772743.022,5456450.24
6742525-0,1.8,gut,767558.859,5459345.078
6742526-0,2.5,ausreichend,767701.282,5459073.229
6742527-1,2.4,befriedigend,767833.506,5458750.141
6742528-0,2.5,ausreichend,767910.144,5458331.499
6742529-0,2.5,ausreichend,767909.355,5458033.835
6742530-0,2.3,befriedigend,767885.311,5457692.43
6742531-0,2.5,ausreichend,767864.826,5457390.81
6742533-1,2.4,befriedigend,767692.626,5456747.881
6742533-2,1.3,sehr gut,767692.626,5456747.881
6742533-3,2.0,befriedigend,767692.626,5456747.881
6742534-0,2.2,befriedigend,767329.885,5456358.954
6742535-0,2.3,befriedigend,767741.504,5456848.963
6742536-0,1.5,gut,767748.376,5456696.979
6742538-0,2.1,befriedigend,778447.477,5466948.014
6742539-0,1.0,sehr gut,767520.247,5459424.17
6742542-0,2.2,befriedigend,768372.39,5457753.169
6742543-0,2.5,ausreichend,768998.088,5457816.494
6742544-0,2.8,ausreichend,769691.724,5457904.684
6742545-1,2.8,ausreichend,770093.54,5458075.191
6742546-0,2.5,ausreichend,770577.652,5458427.999
6742547-0,2.0,befriedigend,771370.865,5459469.458
6742548-0,2.5,ausreichend,771910.232,5460407.194
6742549-0,2.0,befriedigend,772183.946,5460928.582
6742550-0,1.7,gut,767785.838,5456948.499
6742551-0,2.5,ausreichend,772284.155,5461169.551
6742552-0,2.5,ausreichend,772408.412,5461662.547
6742553-0,1.6,gut,772211.825,5460988.433
6742554-0,1.0,sehr gut,772117.31,5461017.809
6742555-0,2.1,befriedigend,773421.489,5464170.208
6742556-0,2.0,befriedigend,773543.274,5464212.773
6742557-0,2.2,befriedigend,774473.911,5464435.392
6742558-0,2.0,befriedigend,774921.721,5464753.572
6742559-0,2.2,befriedigend,775655.222,5465439.182
6742560-0,2.0,befriedigend,776142.476,5465783.399
6742561-0,1.1,sehr gut,776684.033,5466216.897
6742562-0,1.9,gut,777112.749,5466546.005
6742563-0,1.9,gut,777566.354,5466745.812
6742564-0,2.6,ausreichend,778302.089,5466847.103
6742582-0,1.9,gut,767363.775,5460833.716
6742586-0,1.0,sehr gut,770188.608,5457716.768
6742587-0,1.0,sehr gut,771313.821,5457339.352
6808523-0,2.0,befriedigend,365895.166,5447361.398
6808526-0,2.0,befriedigend,366137.075,5449629.4
6808550-2,1.8,gut,357486.973,5445188.2
6808552-0,2.0,befriedigend,356791.232,5449538.679
6808553-1,1.8,gut,356499.867,5448941.832
6810500-0,1.7,gut,381330.755,5449613.382
6810501-0,1.8,gut,381262.013,5449601.569
6812504-1,3.2,nicht ausreichend,412638.691,5443524.474
6812504-2,1.7,gut,412638.691,5443524.474
6812505-0,1.0,sehr gut,412728.107,5443440.121
6812531-1,1.7,gut,408998.481,5450273.081
6812531-2,1.6,gut,408998.481,5450273.081
6812533-0,2.0,befriedigend,406772.268,5450119.002
6812536-0,1.5,gut,409075.452,5448866.836
6812537-0,1.5,gut,409139.156,5448977.123
6813512-0,1.8,gut,417245.842,5441200.791
6813519-0,3.2,nicht ausreichend,423139.877,5449840.564
6813520-1,1.5,gut,422844.08,5449528.298
6813521-0,2.1,befriedigend,422892.045,5449159.662
6813551-0,1.3,sehr gut,423747.534,5447419.789
6814505-A,1.0,sehr gut,428410.968,5443510.758
6814512-0,1.1,sehr gut,433028.234,5443213.678
6814513-0,2.2,befriedigend,433611.332,5443700.989
6814528-0,1.0,sehr gut,429301.998,5439094.058
6814529-0,1.9,gut,428835.257,5439162.372
6814540-1,2.4,befriedigend,438117.604,5447216.485
6814540-2,2.5,ausreichend,438117.604,5447216.485
6814541-0,1.9,gut,438158.465,5446866.134
6814542-0,2.3,befriedigend,438368.677,5445961.251
6814544-0,3.3,nicht ausreichend,439134.682,5443325.321
6814546-0,2.5,ausreichend,438385.327,5445196.563
6814551-1,1.8,gut,438404.327,5444658
6814551-2,1.5,gut,438404.327,5444658
6814567-0,2.5,ausreichend,428128.663,5439486.345
6814568-0,1.9,gut,428102.065,5439820.247
6814569-0,1.7,gut,428077.922,5440400.841
6814570-0,1.7,gut,428175.607,5441145.122
6814578-0,1.0,sehr gut,428072.476,5445204.441
6814579-0,2.5,ausreichend,428051.339,5445331.01
6814584-0,2.2,befriedigend,435518.737,5447415.569
6814588-1,2.0,befriedigend,438050.771,5448346.952
6814588-2,1.9,gut,438050.771,5448346.952
6814589-1,1.8,gut,438009.436,5449086.146
6814589-2,1.9,gut,438009.436,5449086.146
6814589-3,2.0,befriedigend,438031.043,5449071.832
6814589-4,2.0,befriedigend,438003.966,5449098.357
6814600-1,1.8,gut,428389.888,5444702.139
6814600-2,3.0,nicht ausreichend,428389.888,5444702.139
6814600-3,1.7,gut,428389.888,5444702.139
6814601-0,1.8,gut,435657.714,5446919.834
6814606-0,1.0,sehr gut,428125.325,5440895.863
6814615-A,2.3,befriedigend,437990.311,5449412.74
6814616-1,1.6,gut,438025.217,5448797.442
6814616-2,1.8,gut,438025.217,5448797.442
6814623-0,2.0,befriedigend,429139.531,5440404.199
6815505-0,1.1,sehr gut,440455.409,5439245.434
6815507-0,1.3,sehr gut,440519.083,5439272.96
6815508-1,1.0,sehr gut,440844.37,5438984.796
6815508-2,1.0,sehr gut,440844.37,5438984.796
6815510-0,2.5,ausreichend,440309.172,5439364.654
6815526-0,2.8,ausreichend,449414.925,5441391.015
6815527-1,1.7,gut,449415.773,5441289.644
6815527-2,1.1,sehr gut,449415.773,5441289.644
6815528-0,2.3,befriedigend,449543.318,5441290.725
6815529-1,1.7,gut,449411.527,5440761.873
6815529-2,1.0,sehr gut,449411.527,5440761.873
6815530-0,2.3,befriedigend,449410.172,5440711.198
6815531-0,2.0,befriedigend,449346.119,5439887.045
6815532-1,1.1,sehr gut,449287.602,5439489.805
6815532-2,1.0,sehr gut,449287.602,5439489.805
6815532-3,1.0,sehr gut,449287.602,5439489.805
6815532-4,1.0,sehr gut,449287.602,5439489.805
6815533-0,2.0,befriedigend,449235.599,5439162.95
6815535-0,2.0,befriedigend,439267.821,5442955.461
6815536-0,2.0,befriedigend,439660.984,5441449.54
6815537-0,2.5,ausreichend,439903.93,5440378.917
6815538-0,1.0,sehr gut,440037.287,5439841.409
6815539-0,1.9,gut,449409.243,5441896.403
6815540-0,1.8,gut,449354.325,5442848.492
6815541-0,1.9,gut,449284.239,5443556.685
6815542-0,2.2,befriedigend,449213.179,5444384.281
6815543-A,2.2,befriedigend,449125.908,5445433.034
6815544-0,1.7,gut,449113.253,5445590.576
6815545-0,1.0,sehr gut,449106.576,5445678.355
6815546-1,1.6,gut,449099.694,5445770.129
6815546-2,1.8,gut,449099.694,5445770.129
6815550-0,2.0,befriedigend,449120.758,5446573.643
6815551-0,1.8,gut,449221.9,5447045.691
6815560-0,2.3,befriedigend,449583.867,5448390.581
6815561-1,2.2,befriedigend,449732.363,5448607.033
6815561-2,2.1,befriedigend,449732.363,5448607.033
6815562-1,2.7,ausreichend,450233.218,5448997.493
6815562-2,2.6,ausreichend,450233.218,5448997.493
6815563-1,2.2,befriedigend,450409.538,5449105.316
6815563-2,1.2,sehr gut,450409.538,5449105.316
