bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n
5104660-3,2.1,befriedigend,312703.7,5634630.639
5104661-1,1.0,sehr gut,312907.274,5634644.726
5104661-2,1.0,sehr gut,312907.274,5634644.726
5104662-2,1.0,sehr gut,313144.906,5634673.38
5104662-3,1.0,sehr gut,313144.906,5634673.38
5105532-0,2.0,befriedigend,326060.41,5632550.631
5105534-0,2.3,befriedigend,332918.828,5634872.351
5105535-0,1.8,gut,334742.709,5635493.333
5105536-0,1.2,sehr gut,335261.422,5635776.441
5105538-0,1.8,gut,332572.176,5635235.144
5105539-0,2.0,befriedigend,332010.779,5636155.4
5105540-0,1.1,sehr gut,333770.801,5634849.318
5105541-0,2.0,befriedigend,326060.41,5632550.631
5105542-0,1.1,sehr gut,333072.281,5634801.119
5105543-0,1.1,sehr gut,335262.343,5635776.833
5105558-0,1.1,sehr gut,332010.727,5636156.399
5105602-0,2.5,ausreichend,331631.612,5638755.676
5106536-1,2.1,befriedigend,345027.776,5630391.75
5106536-2,2.1,befriedigend,345027.776,5630391.75
5106557-1,3.0,nicht ausreichend,339134.182,5636904.638
5106557-2,2.4,befriedigend,339134.182,5636904.638
5106559-1,2.8,ausreichend,339390.227,5636629.167
5106559-2,2.3,befriedigend,339369.814,5636614.874
5106559-3,2.4,befriedigend,339369.814,5636614.874
5106559-4,2.5,ausreichend,339365.946,5636602.851
5106562-0,1.9,gut,340208.701,5635722.712
5106563-1,2.2,befriedigend,340897.743,5635313.417
5106563-2,2.2,befriedigend,340897.743,5635313.417
5106564-0,2.3,befriedigend,341368.669,5635086.806
5106565-0,2.3,befriedigend,341746.744,5634811.898
5106566-1,1.6,gut,341860.203,5634705.285
5106566-2,2.0,befriedigend,341860.203,5634705.285
5106567-0,2.0,befriedigend,342116.716,5634402.54
5106568-0,2.3,befriedigend,342373.693,5634048.889
5106569-0,2.8,ausreichend,342553.605,5633798.303
5106570-0,2.3,befriedigend,342849.436,5633390.066
5106571-0,2.2,befriedigend,343126.329,5633007.556
5106572-1,2.0,befriedigend,343375.341,5632661.557
5106572-2,1.8,gut,343375.341,5632661.557
5106572-3,1.0,sehr gut,343375.341,5632661.557
5106573-0,2.5,ausreichend,343389.285,5632642.079
5106575-0,3.0,nicht ausreichend,344048.202,5631778.146
5106587-1,2.4,befriedigend,337920.677,5640637.275
5106587-2,2.0,befriedigend,337932.153,5640612.81
5106587-3,2.4,befriedigend,337932.153,5640612.81
5106587-4,2.0,befriedigend,337953.023,5640601.378
5106588-0,3.0,nicht ausreichend,337403.748,5640306.701
5106589-0,1.9,gut,338198.505,5640062.206
5106590-2,2.1,befriedigend,338403.005,5639561.802
5106590-3,2.2,befriedigend,338403.005,5639561.802
5106591-0,2.1,befriedigend,338458.892,5639403.467
5106592-0,2.2,befriedigend,338636.311,5638755.97
5106593-0,2.0,befriedigend,338737.598,5638215.706
5106608-0,2.0,befriedigend,345451.369,5630967.916
5106609-0,1.9,gut,345462.91,5631199.419
5106610-0,2.2,befriedigend,345513.89,5631636.438
5106611-0,2.0,befriedigend,345652.182,5631870.721
5106612-0,2.2,befriedigend,345991.394,5632147.727
5106613-0,1.9,gut,346156.146,5632222.018
5106614-0,2.2,befriedigend,346741.504,5632426.567
5106615-1,2.0,befriedigend,346898.352,5632481.016
5106615-2,2.1,befriedigend,346898.352,5632481.016
5106626-0,2.4,befriedigend,344898.794,5629802.75
5106650-1,3.0,nicht ausreichend,347542.907,5640587.066
5106650-2,2.7,ausreichend,347542.907,5640587.066
5106651-1,2.4,befriedigend,347158.69,5640322.188
5106651-2,2.8,ausreichend,347166.139,5640328.862
5106652-0,1.8,gut,346800.358,5640024.623
5106653-1,2.8,ausreichend,346350.945,5639736.115
5106653-2,2.7,ausreichend,346350.945,5639736.115
5106654-0,2.0,befriedigend,346196.587,5639649.495
5106655-1,2.7,ausreichend,345356.357,5638431.896
5106655-2,2.2,befriedigend,345356.357,5638431.896
5106656-1,2.6,ausreichend,345546.432,5637112.698
5106656-2,2.2,befriedigend,345546.432,5637112.698
5106657-1,2.2,befriedigend,345509.188,5635999.148
5106657-2,2.6,ausreichend,345509.188,5635999.148
5106658-2,2.5,ausreichend,345428.639,5635550.341
5106658-3,2.5,ausreichend,345428.639,5635550.341
5106659-0,2.6,ausreichend,345321.272,5635135.204
5106660-0,2.1,befriedigend,344943.993,5634208.461
5106661-0,2.7,ausreichend,344835.085,5634044.345
5106662-0,2.9,ausreichend,344552.52,5633666.276
5106663-1,2.2,befriedigend,344456.658,5633540.681
5106663-2,2.2,befriedigend,344456.658,5633540.681
5106664-1,2.3,befriedigend,344063.505,5632772.373
5106664-2,2.1,befriedigend,344063.505,5632772.373
5106665-1,2.3,befriedigend,343999.125,5632140.513
5106665-2,2.7,ausreichend,343999.125,5632140.513
5106667-1,2.3,befriedigend,344353.031,5631068.838
5106667-2,3.5,ungenŸgend,344353.031,5631068.838
5106669-1,1.1,sehr gut,344701.202,5630296.072
5106669-2,1.1,sehr gut,344701.202,5630296.072
5106672-1,1.8,gut,345357.324,5635260.097
5106672-2,2.0,befriedigend,345357.324,5635260.097
5106673-A,1.1,sehr gut,345270.574,5635120.86
5106686-0,2.0,befriedigend,336539.681,5635986.581
5106687-0,2.1,befriedigend,337010.013,5636001.202
5106688-0,2.3,befriedigend,338094.885,5636034.174
5106702-0,2.0,befriedigend,343848.457,5629850.855
5107500-1,2.1,befriedigend,357055.41,5639604.719
5107500-2,2.2,befriedigend,357055.41,5639604.719
5107500-3,1.9,gut,357049.9,5639598.146
5107501-1,2.2,befriedigend,357078.729,5639035.313
5107501-2,2.4,befriedigend,357078.729,5639035.313
5107503-1,3.0,nicht ausreichend,357098.304,5638716.169
5107503-2,3.0,nicht ausreichend,357098.304,5638716.169
5107506-1,2.2,befriedigend,357143.376,5637638.553
5107506-2,2.2,befriedigend,357143.376,5637638.553
5107509-0,2.5,ausreichend,357090.054,5636652.146
5107512-2,2.7,ausreichend,356981.956,5635345.284
5107512-3,2.8,ausreichend,356981.956,5635345.284
5107514-2,2.7,ausreichend,356948.116,5634979.593
5107514-3,2.5,ausreichend,356948.116,5634979.593
5107515-0,2.5,ausreichend,356935.369,5634841.46
5107516-1,2.5,ausreichend,356915.873,5634605.969
5107516-2,2.4,befriedigend,356915.873,5634605.969
5107517-0,2.0,befriedigend,356900.266,5634389.257
5107519-1,2.3,befriedigend,356828.434,5633878.937
5107519-2,2.4,befriedigend,356828.434,5633878.937
5107520-1,2.7,ausreichend,356669.594,5633021.606
5107520-2,2.6,ausreichend,356669.594,5633021.606
5107521-1,2.0,befriedigend,356682.156,5632273.449
5107521-2,2.1,befriedigend,356682.156,5632273.449
5107522-0,2.0,befriedigend,356932.986,5631862.532
5107523-0,2.0,befriedigend,357286.542,5631512.816
5107525-2,2.5,ausreichend,357772.747,5631057.902
5107525-3,2.5,ausreichend,357772.747,5631057.902
5107527-0,2.3,befriedigend,358128.715,5630714.482
5107528-0,2.5,ausreichend,358444.447,5630411.592
5107558-0,2.8,ausreichend,350541.493,5636894.127
5107574-0,2.8,ausreichend,353654.401,5634867.575
5107600-2,2.7,ausreichend,353929.774,5633807.883
5107600-3,2.5,ausreichend,353929.774,5633807.883
5107601-1,1.0,sehr gut,354155.711,5633297.252
5107601-2,2.0,befriedigend,354155.711,5633297.252
5107602-1,2.3,befriedigend,354311.12,5632943.796
5107602-2,2.3,befriedigend,354311.12,5632943.796
5107603-0,1.1,sehr gut,354407.16,5632876.198
5107605-0,1.1,sehr gut,354353.869,5632813.859
5107606-1,1.1,sehr gut,354469.401,5632182.055
5107606-2,1.8,gut,354469.401,5632182.055
5107607-1,2.2,befriedigend,354062.389,5631398.618
5107607-2,2.1,befriedigend,354062.389,5631398.618
5107608-0,2.4,befriedigend,353702.113,5631184.457
5107609-2,2.5,ausreichend,352879.683,5630715.954
5107609-3,2.5,ausreichend,352879.683,5630715.954
5107610-1,2.2,befriedigend,352515.761,5630371.074
5107610-2,2.3,befriedigend,352515.761,5630371.074
5107611-0,2.6,ausreichend,352477.202,5630291.013
5107612-1,2.6,ausreichend,352397.713,5630100.25
5107612-2,2.7,ausreichend,352397.713,5630100.25
5107613-2,2.5,ausreichend,352108.207,5629736.308
5107613-3,2.3,befriedigend,352108.207,5629736.308
5107617-2,2.0,befriedigend,353804.076,5640033.569
5107617-3,2.6,ausreichend,353766.86,5640014.098
5107617-4,2.7,ausreichend,353766.86,5640014.098
5107618-2,2.0,befriedigend,354255.813,5639646.227
5107618-3,2.4,befriedigend,354255.813,5639646.227
5107619-2,2.2,befriedigend,355163.069,5639108.886
5107619-3,2.0,befriedigend,355163.069,5639108.886
5107626-2,2.0,befriedigend,357929.438,5639592.216
5107626-3,2.0,befriedigend,357929.438,5639592.216
5107627-C2,2.0,befriedigend,358279.885,5640023.326
5107627-C3,2.0,befriedigend,358279.885,5640023.326
5107628-2,2.3,befriedigend,358428.68,5640223.461
5107659-0,2.2,befriedigend,351273.776,5638120.863
5107660-2,2.4,befriedigend,352985.87,5640609.106
5107660-3,3.0,nicht ausreichend,352985.87,5640609.106
5107686-0,2.2,befriedigend,356629.116,5638911.268
5107687-0,2.5,ausreichend,355524.72,5638976.963
5107688-0,2.4,befriedigend,355993.33,5638886.102
5107699-2,2.2,befriedigend,354066.698,5639789.216
5107699-3,2.4,befriedigend,354066.698,5639789.216
5107700-1,1.8,gut,354256.861,5639571.958
5108530-1,2.9,ausreichend,359019.987,5629792.07
5108530-2,2.7,ausreichend,359019.987,5629792.07
5108565-0,2.0,befriedigend,365153.368,5636871.002
5108593-A,1.9,gut,366930.083,5631310.977
5108596-0,2.0,befriedigend,365427.406,5640072.438
5108597-A,2.5,ausreichend,365774.798,5639508.664
5108600-1,2.8,ausreichend,365915.077,5638842.572
5108600-2,2.7,ausreichend,365915.077,5638842.572
5108603-2,2.6,ausreichend,365940.205,5638398.019
5108603-3,2.6,ausreichend,365940.205,5638398.019
5108605-2,2.7,ausreichend,365958.724,5637803.615
5108605-3,2.5,ausreichend,365958.724,5637803.615
5108606-2,2.5,ausreichend,365974.594,5637388.724
5108606-3,2.5,ausreichend,365974.594,5637388.724
5108607-1,2.5,ausreichend,366018.722,5636362.741
5108607-2,2.7,ausreichend,366018.722,5636362.741
5108608-2,3.5,ungenŸgend,366053.089,5635844.483
5108609-0,2.1,befriedigend,366083.623,5635060.765
5108610-2,2.5,ausreichend,366053.281,5634517.595
5108611-1,2.7,ausreichend,365994.307,5634222.234
5108611-2,2.5,ausreichend,365994.307,5634222.234
5108612-A1,3.0,nicht ausreichend,365933.929,5633983.781
5108612-A2,3.0,nicht ausreichend,365933.929,5633983.781
5108613-1,2.2,befriedigend,365879.792,5633752.079
5108613-2,2.4,befriedigend,365879.792,5633752.079
5108614-0,2.4,befriedigend,365777.563,5632772.89
5108615-0,2.9,ausreichend,366108.947,5632116.776
5108616-0,2.9,ausreichend,366515.91,5631686.494
5108618-0,2.8,ausreichend,367236.09,5631069.873
5108619-2,2.5,ausreichend,367755.043,5630717.801
5108619-3,2.5,ausreichend,367755.043,5630717.801
5108620-2,2.1,befriedigend,367823.24,5630674.282
5108620-3,2.2,befriedigend,367823.24,5630674.282
5108621-0,2.1,befriedigend,368151.315,5630440.966
5108622-2,3.5,ungenŸgend,368560.262,5630086.949
5108623-0,2.5,ausreichend,368898.09,5629542.855
5108640-0,2.5,ausreichend,370923.376,5639782.469
5109508-0,2.2,befriedigend,380137.445,5634299.271
5109509-1,3.1,nicht ausreichend,373595.663,5631464.994
5109509-2,1.6,gut,373595.663,5631464.994
5109514-0,2.2,befriedigend,376266.02,5636229.101
5109516-0,2.7,ausreichend,377012.017,5639246.913
5109517-0,2.2,befriedigend,376427.521,5634023.931
5109518-0,2.5,ausreichend,376671.117,5634141.507
5109519-0,2.5,ausreichend,378288.864,5634371.013
5109520-0,2.1,befriedigend,378328.327,5634385.694
5109522-0,2.5,ausreichend,380218.678,5634283.182
5109523-0,2.5,ausreichend,381701.194,5633931.797
5109533-0,2.9,ausreichend,372068.529,5630504.142
5109550-1,2.3,befriedigend,371932.615,5629573.16
5109550-2,2.5,ausreichend,371932.615,5629573.16
5109551-1,2.0,befriedigend,372349.235,5630369.735
5109551-2,1.5,gut,372355.935,5630365.366
5109552-1,2.5,ausreichend,373126.987,5630790.393
5109552-2,2.0,befriedigend,373126.987,5630790.393
5109553-0,2.5,ausreichend,373567.106,5630816.323
5109554-0,2.0,befriedigend,374046.16,5630745.235
5109556-0,2.7,ausreichend,374465.289,5630561.969
5109557-0,2.1,befriedigend,375119.396,5630434.409
5109558-0,2.9,ausreichend,375825.441,5630375.838
5109560-1,2.2,befriedigend,372010.246,5629707.812
5109560-2,2.5,ausreichend,372010.246,5629707.812
5109600-1,2.3,befriedigend,372219.568,5638454.037
5109693-1,2.0,befriedigend,374578.549,5634740.763
5109694-A,2.2,befriedigend,374263.602,5634663.159
5109700-0,2.7,ausreichend,376776.5,5638768.939
5109772-2,2.0,befriedigend,373465.546,5631743.203
5109773-2,1.8,gut,371463.895,5639229.178
5109773-3,1.5,gut,371463.895,5639229.178
5109773-4,2.2,befriedigend,371463.895,5639229.178
5109773-5,2.0,befriedigend,371463.895,5639229.178
5109774-0,2.9,ausreichend,371823.504,5638818.044
5109775-0,2.4,befriedigend,373438.465,5636625.366
5109776-0,2.5,ausreichend,374220.322,5635610.247
5109777-2,2.0,befriedigend,374309.808,5635414.438
5109777-3,2.0,befriedigend,374309.808,5635414.438
5109778-1,2.3,befriedigend,374340.816,5634896.728
5109778-2,2.3,befriedigend,374340.816,5634896.728
5109779-1,2.1,befriedigend,374238.419,5634617.858
5109779-2,2.1,befriedigend,374238.419,5634617.858
5109779-3,2.2,befriedigend,374238.419,5634617.858
5109780-0,2.3,befriedigend,373495.58,5633539.159
5109783-1,2.0,befriedigend,373472.142,5633468.098
5109783-2,1.5,gut,373472.142,5633468.098
5109783-3,1.0,sehr gut,373472.142,5633468.098
5109783-4,2.1,befriedigend,373472.142,5633468.098
5109785-2,2.3,befriedigend,373373.288,5632303.767
5109785-3,2.2,befriedigend,373373.288,5632303.767
5109785-4,2.2,befriedigend,373373.288,5632303.767
5109785-5,2.0,befriedigend,373373.288,5632303.767
5109786-0,3.5,ungenŸgend,373431.291,5632003.638
5109787-1,2.3,befriedigend,373537.368,5631786.049
5109787-2,2.5,ausreichend,373537.368,5631786.049
5109787-3,2.5,ausreichend,373537.368,5631786.049
5109787-4,1.9,gut,373537.368,5631786.049
5109788-1,2.4,befriedigend,373603.827,5631666.642
5109788-2,2.4,befriedigend,373603.827,5631666.642
5109789-1,2.0,befriedigend,373732.36,5631423.602
5109789-2,2.1,befriedigend,373732.36,5631423.602
5109789-3,2.0,befriedigend,373732.36,5631423.602
5109790-1,2.1,befriedigend,374062.669,5630824.317
5109790-2,2.5,ausreichend,374062.669,5630824.317
5109790-3,2.1,befriedigend,374062.669,5630824.317
5109790-4,2.0,befriedigend,374062.669,5630824.317
5109791-0,2.5,ausreichend,374133.172,5630705.146
5109792-0,2.1,befriedigend,374523.594,5630048.461
5109793-2,2.1,befriedigend,374791.639,5629602.892
5109793-3,1.6,gut,374791.639,5629602.892
5109793-4,1.6,gut,374791.639,5629602.892
5109793-5,2.0,befriedigend,374791.639,5629602.892
5109794-2,2.0,befriedigend,375018.716,5629204.943
5109794-3,2.0,befriedigend,375018.716,5629204.943
5110507-0,1.7,gut,384138.368,5631270.311
5110509-0,2.3,befriedigend,388347.922,5633015.55
5110510-0,1.7,gut,390187.13,5633265.418
5110556-A,2.3,befriedigend,383046.333,5637806.282
5110566-0,1.2,sehr gut,390788.996,5632974.79
5110571-0,2.1,befriedigend,384143.28,5631288.632
5111504-C,2.5,ausreichend,403727.776,5637725
5111508-0,1.9,gut,399654.879,5635203.988
5111509-0,2.0,befriedigend,395448.058,5634732.826
5111521-0,2.2,befriedigend,402031.147,5629108.332
5111523-0,2.2,befriedigend,401990.199,5629509.664
5111548-0,2.0,befriedigend,394517.336,5634017.488
5112741-0,1.5,gut,415526.241,5628478.223
5113621-1,2.9,ausreichend,428812.153,5633379.725
5113621-2,2.9,ausreichend,428812.153,5633379.725
5113622-0,2.0,befriedigend,428632.386,5634398.209
5113623-1,2.0,befriedigend,428491.162,5634810.058
5113623-2,1.8,gut,428491.162,5634810.058
5113624-0,2.3,befriedigend,428361.732,5634977.566
5113625-0,1.9,gut,427868.662,5635419.853
5113626-0,2.1,befriedigend,427186.945,5635967.177
5113627-0,1.8,gut,426461.218,5636482.578
5113628-0,1.0,sehr gut,425611.112,5636767.733
5113629-0,2.3,befriedigend,424876.702,5637551.526
5113630-1,2.3,befriedigend,424175.548,5638928.549
5113751-0,2.4,befriedigend,423393.437,5630421.188
5113858-0,2.3,befriedigend,421065.367,5629015.49
5113859-0,3.0,nicht ausreichend,420995.869,5629198.149
5113899-0,1.9,gut,421345.271,5628697.485
5114561-0,1.8,gut,432101.258,5631904.301
5114563-0,2.9,ausreichend,429971.869,5634382.699
5114565-1,2.3,befriedigend,429508.16,5634884.075
5114576-2,2.2,befriedigend,430953.093,5636719.684
5114579-A1,2.4,befriedigend,430060.224,5635237.167
5114579-A2,2.5,ausreichend,430094.566,5635185.663
5114579-B,3.0,nicht ausreichend,430120.326,5635468.805
5114582-A3,2.9,ausreichend,431419.219,5637424.917
5114582-B1,2.2,befriedigend,431417.098,5637966.698
5114582-B2,2.2,befriedigend,431441.692,5638034.622
5114582-B3,2.3,befriedigend,431509.852,5638061.367
5114582-B4,2.9,ausreichend,431433.836,5637933.037
5114582-C1,2.1,befriedigend,431389.756,5638021.759
5114582-C2,2.2,befriedigend,431428.57,5638054.571
5114582-C3,2.5,ausreichend,431277.401,5638822.522
5114582-C4,2.4,befriedigend,431338.341,5638957.451
5114582-C5,2.0,befriedigend,431297.048,5638994.518
5114582-C6,2.9,ausreichend,431306.31,5638493.444
5114582-D2,2.7,ausreichend,431315.422,5638997.985
5114589-0,2.5,ausreichend,429952.328,5634366.154
5114609-0,2.0,befriedigend,436528.905,5628970.607
5114610-0,2.0,befriedigend,436368.959,5629496.622
5114611-0,3.0,nicht ausreichend,436021.788,5629880.637
5114612-1,2.2,befriedigend,435284.935,5630121.035
5114612-2,1.8,gut,435284.935,5630121.035
5114613-0,3.0,nicht ausreichend,434511.464,5630801.794
5114614-1,2.7,ausreichend,433967.182,5630968.651
5114614-2,2.8,ausreichend,433967.182,5630968.651
5114615-2,2.7,ausreichend,432901.021,5631447.047
5114615-3,2.7,ausreichend,432901.021,5631447.047
5114616-0,2.1,befriedigend,432698.889,5631581.416
5114617-0,1.9,gut,432032.087,5631735.795
5114618-1,2.5,ausreichend,431232.869,5631807.67
5114618-2,2.7,ausreichend,431232.869,5631807.67
5114619-0,2.0,befriedigend,430417.297,5632085.421
5114620-1,2.0,befriedigend,429711.596,5632596.48
5114620-2,1.9,gut,429711.596,5632596.48
5114633-0,2.8,ausreichend,429888.048,5634225.939
5114641-0,2.3,befriedigend,430906.751,5636686.857
5114642-2,3.0,nicht ausreichend,429825.134,5635737.059
5114643-0,2.5,ausreichend,430146.742,5636053.542
5114648-A2,2.3,befriedigend,430594.835,5636457.039
5114648-A3,2.3,befriedigend,430592.536,5636455.129
5114648-B2,2.0,befriedigend,430429.627,5636289.326
5114648-B3,1.7,gut,430476.338,5636314.103
5114648-C1,2.4,befriedigend,430584.832,5636199.422
5114703-2,1.0,sehr gut,429858.658,5633781.583
5116612-0,1.1,sehr gut,458876.903,5634247
5116621-0,1.0,sehr gut,461685.777,5636829.304
5116624-0,1.7,gut,461357.356,5638533.95
5116625-0,1.6,gut,461343.988,5638638.816
5116663-0,2.4,befriedigend,456710.325,5630911.199
5116665-0,1.9,gut,453391.898,5628557.234
5116666-0,2.2,befriedigend,453509.115,5628655.76
5116668-0,2.0,befriedigend,453792.198,5628722.228
5116671-0,2.0,befriedigend,454302.862,5628724.995
5116672-0,2.5,ausreichend,454431.118,5628772.972
5116673-0,2.1,befriedigend,454702.476,5628989.326
5116674-0,2.0,befriedigend,455523.769,5629849.303
5117512-0,1.5,gut,471712.679,5635707.53
5117515-0,1.7,gut,472047.548,5635712.998
5117526-0,1.0,sehr gut,471278.207,5635503.748
5117530-0,1.7,gut,474315.585,5634758.785
5117531-0,1.7,gut,474531.395,5634643.968
5117569-0,1.7,gut,468187.539,5630088.025
5117570-0,1.7,gut,468136.414,5633367.774
5117571-0,1.8,gut,468169.655,5633555.409
5117607-0,1.1,sehr gut,467780.901,5636695.682
5117608-0,1.0,sehr gut,467813.987,5636849.511
5118514-0,1.8,gut,481452.651,5638811.866
5118520-0,1.7,gut,483984.71,5635810.555
5118522-0,1.6,gut,484062.524,5635863.392
5118524-0,1.0,sehr gut,487111.115,5634562.653
5118534-B,1.7,gut,484091.142,5629513.236
5118545-0,1.0,sehr gut,484438.987,5628692.524
5118562-1,1.8,gut,484344.114,5628222.533
5118562-2,1.7,gut,484357.286,5628201.809
5118562-3,1.8,gut,484368.49,5628221.514
5118563-1,2.4,befriedigend,484403.475,5628361.684
5118563-2,2.0,befriedigend,484403.475,5628361.684
5118567-0,1.8,gut,484021.897,5629634.671
5118569-0,1.0,sehr gut,483797.682,5630073.518
5118571-0,2.3,befriedigend,483669.211,5630388.576
5118572-B,1.1,sehr gut,483812.642,5631845.314
5118572-C,2.0,befriedigend,483812.642,5631845.314
5118572-D,2.2,befriedigend,483812.642,5631845.314
5118572-E,1.8,gut,483812.642,5631845.314
5118573-1,1.8,gut,484000.412,5632083.45
5118573-2,2.1,befriedigend,484004.82,5632087.03
5118587-1,2.1,befriedigend,484527.204,5628462.731
5118587-2,2.1,befriedigend,484529.71,5628472.218
5118590-0,1.7,gut,485254.894,5632676.037
5118591-1,2.0,befriedigend,485749.854,5633714.612
5118591-2,1.8,gut,485749.854,5633714.612
5118592-A,2.3,befriedigend,485577.569,5633861.294
5118592-B1,2.1,befriedigend,485584.513,5633875.911
5118592-B2,2.2,befriedigend,485574.385,5633863.58
5118592-B3,2.6,ausreichend,485572.947,5633857.289
5118593-0,1.6,gut,485345.544,5634158.763
5118594-1,2.2,befriedigend,486124.195,5633992.413
5118594-2,2.0,befriedigend,486133.258,5633996.412
5118595-0,2.2,befriedigend,486549.678,5633999.191
5118596-A,2.2,befriedigend,486602.066,5634081.72
5118598-0,1.7,gut,486953.009,5633670.056
5118599-0,2.0,befriedigend,486981.985,5633635.587
5118600-0,2.1,befriedigend,487706.078,5632898.633
5118608-1,1.2,sehr gut,484083.113,5629523.446
5118628-1,1.6,gut,484357.55,5628356.28
5118642-0,1.1,sehr gut,483596.248,5630517.31
5118643-0,1.1,sehr gut,483511.447,5630473.177
5119537-0,1.8,gut,498023.238,5630423.644
5119540-0,1.7,gut,488521.196,5632804.571
5119541-0,1.0,sehr gut,489047.304,5632773.843
5119542-0,1.2,sehr gut,490290.554,5632040.442
5119543-0,2.0,befriedigend,490507.134,5631934.728
5119544-0,2.2,befriedigend,490804.856,5631829.465
5119545-0,2.0,befriedigend,492261.901,5631254.032
5119553-0,2.2,befriedigend,492817.78,5630826.392
5119554-0,1.7,gut,493092.376,5629995.55
5119555-0,1.6,gut,493493.464,5629249.292
5119556-0,1.1,sehr gut,494093.068,5628719.024
5119558-0,1.1,sehr gut,494112.38,5628706.563
5119561-0,1.0,sehr gut,493445.461,5629309.541
5119563-0,2.2,befriedigend,494868.792,5628437.164
5119564-0,1.7,gut,495218.057,5628452.167
5119565-0,2.5,ausreichend,495523.98,5628535.917
5119566-0,1.1,sehr gut,496108.472,5628912.111
5119567-1,2.0,befriedigend,496752.281,5629226.064
5119567-2,1.0,sehr gut,496752.484,5629225.982
5119568-0,1.5,gut,497313.552,5629938.571
5119569-0,1.0,sehr gut,495022.457,5628432.417
5119570-0,1.7,gut,496980.57,5628927.616
5119571-0,2.2,befriedigend,497060.384,5628834.613
5120502-0,2.0,befriedigend,509349.005,5636413.447
5120510-0,2.2,befriedigend,508616.305,5633658.448
5120520-2,1.0,sehr gut,500829.309,5631084.397
5120533-0,1.8,gut,508123.614,5633176.146
5120534-0,2.0,befriedigend,507682.223,5633158.016
5120565-0,1.7,gut,499959.975,5630686.835
5120566-2,2.0,befriedigend,500208.102,5630809.881
5120571-0,2.0,befriedigend,500028.673,5630623.476
5121520-0,2.9,ausreichend,520040.821,5638017.674
5121567-0,1.8,gut,519727.398,5631087.282
5121568-0,1.9,gut,519766.973,5631348.393
5121569-0,2.4,befriedigend,519941.539,5631833.758
5121580-0,2.1,befriedigend,520047.15,5638008.703
5121585-0,1.0,sehr gut,519008.066,5629048.966
5121619-0,1.0,sehr gut,518881.281,5636238.404
5121620-0,1.6,gut,518862.454,5636509.066
5121621-0,2.1,befriedigend,519303.433,5638341.815
5122502-0,1.7,gut,533250.961,5634078.462
5122503-0,1.0,sehr gut,532985.774,5634108.118
5122504-1,2.9,ausreichend,526926.759,5633718.849
5122507-0,1.9,gut,524248.245,5635221.171
5122578-1,2.7,ausreichend,534948.689,5627651.133
5122578-2,2.0,befriedigend,534948.689,5627651.133
5123505-0,1.8,gut,539287.652,5633432.98
5123506-0,2.0,befriedigend,540441.251,5632184.907
5123508-1,2.2,befriedigend,540290.021,5630534.372
5123508-2,1.9,gut,540290.021,5630534.372
5123512-0,2.8,ausreichend,542624.607,5627785.669
5123513-0,2.3,befriedigend,542536.434,5627715.218
5123514-0,1.9,gut,545792.23,5630457.748
5123515-1,2.0,befriedigend,541255.76,5633513.133
5123515-2,2.1,befriedigend,541255.76,5633513.133
5123515-3,1.8,gut,541255.76,5633513.133
5123528-1,2.2,befriedigend,541372.165,5634137.819
5123528-2,2.1,befriedigend,541372.165,5634137.819
5123528-3,2.1,befriedigend,541372.165,5634137.819
5123537-0,2.0,befriedigend,541054.134,5637462.501
5123538-1,2.5,ausreichend,541045.768,5632537.674
5123538-2,2.5,ausreichend,541045.768,5632537.674
5123540-1,2.3,befriedigend,540758.208,5631627.249
5123540-2,1.9,gut,540757.558,5631625.364
5123540-3,1.8,gut,540758.208,5631627.249
5123541-1,2.0,befriedigend,540311.275,5630601.604
5123541-2,3.0,nicht ausreichend,540311.275,5630601.604
5123541-3,3.0,nicht ausreichend,540311.275,5630601.604
5123541-4,2.5,ausreichend,540311.275,5630601.604
5123542-1,1.6,gut,539987.774,5630010.026
5123542-2,1.0,sehr gut,539987.774,5630010.026
5123542-3,1.1,sehr gut,539987.774,5630010.026
5123545-1,2.0,befriedigend,538284.518,5629254.779
5123545-2,1.5,gut,538284.518,5629254.779
5123545-3,1.7,gut,538284.518,5629254.779
5123545-4,2.5,ausreichend,538284.518,5629254.779
5123545-5,2.0,befriedigend,538284.518,5629254.779
5123546-0,2.7,ausreichend,537928.172,5628829.297
5123547-A,2.8,ausreichend,536457.073,5628571.159
5123549-1,1.0,sehr gut,535798.826,5628484.604
5123549-2,2.0,befriedigend,535797.956,5628484.106
5123549-3,1.0,sehr gut,535797.086,5628483.608
5123552-2,3.0,nicht ausreichend,544114.216,5632745.909
5123554-0,2.5,ausreichend,541193.28,5632147.063
5123555-0,1.0,sehr gut,540649.592,5631626.717
5123556-0,2.0,befriedigend,537728.285,5627912.41
5123557-1,2.2,befriedigend,537768.752,5627846.205
5123557-2,2.0,befriedigend,537768.752,5627846.205
5123558-1,1.8,gut,537876.144,5627786.594
5123558-2,2.5,ausreichend,537847.497,5627760.135
5123558-3,2.0,befriedigend,537837.054,5627738.374
5123560-1,1.7,gut,537077.633,5628317.247
5123560-2,1.2,sehr gut,537085.051,5628300.052
5123654-0,2.9,ausreichend,540391.519,5631095.373
5123655-0,2.0,befriedigend,546291.581,5637427.476
5123656-0,1.9,gut,546789.499,5637265.509
5123696-0,1.9,gut,535760.267,5628484.087
