bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n,latitude,longitude
4221558-0,2.1,befriedigend,515630.419,5727954.566,51.702321038350654,9.226183873489157
4221562-0,2.3,befriedigend,517486.179,5729267.585,51.7140720478835,9.253103720243407
4222539-0,2.2,befriedigend,526001.681,5735741.267,51.77194782673826,9.376842903839403
4222540-0,2.3,befriedigend,525986.182,5735764.581,51.77215816537306,9.376620026480637
4222571-0,2.5,ausreichend,526132.637,5728486.539,51.70671328694368,9.378195863836538
4222577-0,2.2,befriedigend,526417.04,5737026.772,51.78348648001345,9.382960396218994
4223500-0,2.3,befriedigend,535354.358,5730871.669,51.727652735381845,9.511891221468318
4223503-0,2.5,ausreichend,536001.249,5733774.678,51.753712475000405,9.521557489787508
4223505-0,2.3,befriedigend,535631.273,5737768.767,51.7896467642366,9.516607641344864
4225006-2,2.3,befriedigend,568578.472,5728961.362,51.70739942048571,9.992503857317653
4225500-0,2.4,befriedigend,568128.419,5729860.292,51.71553569641798,9.986167242401594
4225501-0,2.2,befriedigend,568196.348,5729764.502,51.71466628298611,9.987131615630062
4225502-0,2.4,befriedigend,560196.76,5728111.577,51.70072150893395,9.871068726398178
4225503-0,2.7,ausreichend,560742.181,5728397.219,51.7032307585797,9.879009930752169
4225504-0,2.4,befriedigend,564682.157,5728122.022,51.700316327809276,9.93596695752024
4225505-0,2.3,befriedigend,564772.828,5728033.825,51.69951295931061,9.937262417560952
4225506-1,2.5,ausreichend,564828.546,5728057.786,51.699721939952084,9.938072994831776
4225506-2,2.5,ausreichend,564828.546,5728057.786,51.699721939952084,9.938072994831776
4225507-1,2.2,befriedigend,564835.752,5728625.769,51.70482739363741,9.938282872573131
4225507-2,2.3,befriedigend,564835.752,5728625.769,51.70482739363741,9.938282872573131
4225508-0,2.1,befriedigend,568095.588,5729941.992,51.71627417164928,9.98570805473467
4225511-0,3.4,nicht ausreichend,566682.751,5728682.12,51.705117524941414,9.96501881764672
4225512-0,2.7,ausreichend,566772.662,5728679.826,51.70508620850591,9.966319352071979
4225513-0,2.8,ausreichend,566873.157,5728668.427,51.70497176117494,9.967771283553466
4225518-1,2.3,befriedigend,565600.836,5730724.705,51.723608236257995,9.949748495558927
4225518-2,2.8,ausreichend,565600.836,5730724.705,51.723608236257995,9.949748495558927
4225520-1,2.8,ausreichend,565890.525,5731006.437,51.72610707673656,9.953995209869268
4225520-2,2.9,ausreichend,565890.525,5731006.437,51.72610707673656,9.953995209869268
4225521-1,2.9,ausreichend,566121.743,5731185.298,51.72768783727537,9.957376362898419
4225521-2,2.7,ausreichend,566121.743,5731185.298,51.72768783727537,9.957376362898419
4225522-1,2.7,ausreichend,566489.221,5731416.67,51.72972443346422,9.962740457730437
4225522-2,2.3,befriedigend,566489.221,5731416.67,51.72972443346422,9.962740457730437
4225523-1,2.8,ausreichend,566873.718,5731654.792,51.73181943452513,9.968352731862327
4225523-2,2.8,ausreichend,566873.718,5731654.792,51.73181943452513,9.968352731862327
4225533-1,2.5,ausreichend,567216.669,5731867.085,51.73368694353197,9.973359000535522
4225533-2,2.5,ausreichend,567216.669,5731867.085,51.73368694353197,9.973359000535522
4225534-1,2.8,ausreichend,567533.41,5732060.373,51.73538653936896,9.97798249093118
4225534-2,2.8,ausreichend,567533.41,5732060.373,51.73538653936896,9.97798249093118
4225535-0,3.0,nicht ausreichend,568259.304,5732345.465,51.73786158643943,9.988548744721205
4225537-0,2.7,ausreichend,566296.341,5735119.639,51.763037280708836,9.960653959341032
4225554-0,2.2,befriedigend,566498.691,5734676.596,51.7590303047538,9.963500836510676
4226502-0,2.4,befriedigend,579677.756,5728315.676,51.700128467657436,10.152958369062846
4226506-0,2.5,ausreichend,580519.563,5729121.196,51.70724957889837,10.165322880146938
4226510-1,2.8,ausreichend,569237.816,5732705.226,51.74097579297336,10.002789079152482
4226510-2,2.8,ausreichend,569237.816,5732705.226,51.74097579297336,10.002789079152482
4226511-0,2.7,ausreichend,569655.646,5733436.303,51.74749636012747,10.00898602103403
4226512-0,2.2,befriedigend,570473.493,5733031.484,51.74375478511975,10.02074876996284
4226513-0,2.5,ausreichend,570665.835,5733075.22,51.744123742622826,10.023543087753556
4226514-0,2.8,ausreichend,569885.364,5734381.487,51.75596489381263,10.012503002895283
4226515-1,2.4,befriedigend,570324.683,5735243.629,51.76366047621737,10.01904127363613
4226515-2,2.3,befriedigend,570324.683,5735243.629,51.76366047621737,10.01904127363613
4226517-0,2.2,befriedigend,570816.214,5736040.841,51.77076535767103,10.02632511782566
4226519-0,2.4,befriedigend,571143.026,5736844.127,51.777945335649704,10.031225307113802
4226520-1,2.5,ausreichend,571471.118,5737340.138,51.7823625819027,10.03608233307968
4226520-2,2.8,ausreichend,571471.118,5737340.138,51.7823625819027,10.03608233307968
4226527-1,2.4,befriedigend,572349.122,5738018.644,51.788349361821,10.048949520365895
4226527-2,2.3,befriedigend,572349.122,5738018.644,51.788349361821,10.048949520365895
4226528-0,2.4,befriedigend,572395.923,5738043.206,51.78856411384766,10.049633064727344
4226529-0,2.5,ausreichend,572652.537,5738163.088,51.78960855570033,10.05337801494456
4226530-1,2.5,ausreichend,572976.413,5738296.301,51.79076394823799,10.058101006097024
4226530-2,2.5,ausreichend,572976.413,5738296.301,51.79076394823799,10.058101006097024
4226531-1,3.0,nicht ausreichend,573530.167,5738127.849,51.78917709256679,10.066092806379299
4226531-2,3.0,nicht ausreichend,573530.167,5738127.849,51.78917709256679,10.066092806379299
4226532-0,3.0,nicht ausreichend,573809.026,5738483.518,51.79233772938724,10.070210823284135
4226534-1,2.8,ausreichend,574704.754,5738941.936,51.79633983744903,10.083294893325068
4226534-2,2.8,ausreichend,574704.754,5738941.936,51.79633983744903,10.083294893325068
4226537-0,2.9,ausreichend,569742.634,5729161.623,51.70905625689275,10.009389501954097
4226538-0,3.0,nicht ausreichend,569752.437,5729325.655,51.710529687017114,10.009564188127161
4226539-0,2.2,befriedigend,569711.948,5729444.523,51.711603344295064,10.00900204623673
4226540-0,2.2,befriedigend,569684.21,5729531.663,51.712390179986656,10.00861806291292
4227002-0,2.5,ausreichend,587193.845,5731626.529,51.72877297366285,10.262519512706014
4227500-1,2.3,befriedigend,588185.144,5729575.636,51.71018212044747,10.276349933295213
4227500-2,2.4,befriedigend,588187.873,5729569.151,51.71012339667563,10.276387779987628
4227501-0,2.7,ausreichend,586904.254,5730691.863,51.7204160294641,10.2580942192548
4227502-0,2.9,ausreichend,585775.321,5731340.75,51.726422865904645,10.24191489340464
4227503-0,2.7,ausreichend,586020.487,5731103.994,51.724257044214625,10.245405185827359
4227505-0,2.9,ausreichend,586238.324,5731011.901,51.72339573552668,10.248535418492063
4227506-0,2.4,befriedigend,586558.131,5730901.678,51.72235563794476,10.253136910935558
4227508-1,2.3,befriedigend,586773.912,5730770.657,51.721144510520716,10.256227406266065
4227509-0,3.0,nicht ausreichend,586930.21,5730918.977,51.72245358316746,10.258526568450115
4227510-1,3.2,nicht ausreichend,587167.721,5731411.044,51.726839999880816,10.262087398625617
4227510-2,2.4,befriedigend,587167.721,5731411.044,51.726839999880816,10.262087398625617
4227511-0,2.5,ausreichend,588991.29,5731725.686,51.72938186269997,10.288563862620661
4227522-0,2.3,befriedigend,588190.008,5732788.608,51.739063233714305,10.277234039694129
4227526-0,2.5,ausreichend,583814.98,5734863.56,51.758387071221975,10.214387475610012
4227531-0,2.9,ausreichend,583704.57,5736692.901,51.77484808046323,10.213228955689397
4227532-0,2.5,ausreichend,583829.611,5736467.615,51.772804206361876,10.214986492379076
4227533-0,2.9,ausreichend,583977.435,5735976.387,51.768366261105605,10.217009678629855
4227534-0,2.3,befriedigend,583963.207,5736058.112,51.76910304451472,10.216823291548858
4227535-0,2.9,ausreichend,591096.661,5736405.274,51.771108307270055,10.320266342830166
4227538-0,3.0,nicht ausreichend,582869.481,5737505.932,51.78228094687889,10.201322005843409
4227539-0,2.2,befriedigend,583454.016,5736998.285,51.777630683642776,10.209671664301638
4227541-0,3.3,nicht ausreichend,582536.572,5738725.297,51.79329141717711,10.19678719457173
4227542-0,3.0,nicht ausreichend,582634.547,5738117.475,51.78781304878052,10.1980627108719
4227545-0,3.0,nicht ausreichend,582478.816,5739081.624,51.796503071974264,10.196034669765941
4227547-0,2.5,ausreichend,582821.886,5737497.229,51.78220975980853,10.200630128853327
4227548-A,3.0,nicht ausreichend,585431.488,5732114.465,51.733430501545406,10.237127776046847
4227548-B,2.8,ausreichend,585512.73,5731923.048,51.73169741442829,10.238256911158693
4227548-C,3.4,nicht ausreichend,585562.494,5731670.075,51.72941577841441,10.238915149880864
4227556-0,2.4,befriedigend,587493.417,5732261.856,51.73443736307687,10.267015709436865
4228503-0,2.5,ausreichend,594736.88,5734244.721,51.75108341330673,10.372419072735273
4228504-0,3.0,nicht ausreichend,594932.024,5734447.979,51.75287741108032,10.375300676600757
4228505-0,2.9,ausreichend,595257.56,5734468.505,51.75300664714889,10.380020938175232
4228507-0,2.7,ausreichend,598661.103,5737279.69,51.7776858857766,10.430111043153065
4228508-0,2.5,ausreichend,600098.123,5739273.473,51.79535162485412,10.451508939574488
4228510-0,2.2,befriedigend,599437.368,5738841.485,51.79158659999038,10.441806857027562
4229503-0,2.3,befriedigend,611375.494,5732044.215,51.72824487471078,10.61265697677682
4229505-0,2.5,ausreichend,603481.801,5735998.14,51.76529642260408,10.499580864107383
4229506-0,2.5,ausreichend,605380.919,5736079.174,51.76567054616611,10.527115594180506
4229507-0,2.5,ausreichend,606195.952,5735962.086,51.76446415445588,10.538886183466017
4229508-0,2.6,ausreichend,606212.303,5735952.558,51.7643754146446,10.539120120862538
4229509-0,2.1,befriedigend,607081.139,5737252.133,51.77589052270088,10.552106122471713
4229510-0,2.7,ausreichend,610500.646,5730618.595,51.71560468893009,10.599542683681278
4229511-0,2.9,ausreichend,609717.37,5733228.525,51.73921629104227,10.589031608098534
4229512-0,2.6,ausreichend,609888.325,5732037.1,51.72847439137801,10.591130340397363
4229513-0,2.4,befriedigend,609923.156,5731435.722,51.723062433064506,10.5914446205733
4229515-0,2.2,befriedigend,609907.235,5732437.193,51.732066681012924,10.591530352444698
4229518-0,2.3,befriedigend,610839.505,5730452.876,51.7140483682395,10.60439302055134
4230503-0,2.2,befriedigend,620648.494,5734696.27,51.75016061071058,10.7477798582793
4230516-0,2.3,befriedigend,625844.505,5736699.852,51.767023261575055,10.823737311145385
4230805-0,2.5,ausreichend,619389.895,5728971.022,51.69897581046063,10.727593235955595
4231507-A,2.2,befriedigend,626560.66,5736090.046,51.76138168459248,10.833887973319168
4231510-0,2.5,ausreichend,626928.48,5735517.393,51.75615217894347,10.839005660633127
4231804-0,2.8,ausreichend,632701.577,5733956.819,51.74079042987593,10.922004132478747
4231805-0,2.3,befriedigend,635771.831,5738186.67,51.77806456557436,10.968097116819909
4233665-0,2.7,ausreichend,660496.662,5740705.513,51.79415034225775,11.32736953592873
4234513-0,2.3,befriedigend,661386.997,5733999.501,51.73364854701053,11.33715411792323
4234554-0,2.3,befriedigend,661210.776,5734116.386,51.73474933332316,11.334658563384071
4234581-0,2.3,befriedigend,666125.99,5738412.49,51.771907925263996,11.407826734152215
4234672-A1,2.8,ausreichend,667309.215,5738801.814,51.77505296275281,11.425147422937869
4234672-A2,2.8,ausreichend,667309.215,5738801.814,51.77505296275281,11.425147422937869
4234675-A1,2.8,ausreichend,668664.714,5739313.608,51.77924368859799,11.445024776211861
4234675-A2,2.8,ausreichend,668664.714,5739313.608,51.77924368859799,11.445024776211861
4234676-0,2.5,ausreichend,669556.88,5739737.445,51.78278145870196,11.458152151948166
4236730-A1,2.5,ausreichend,684792.012,5741550.933,51.79424638774675,11.679739538090667
4236730-A2,2.4,befriedigend,684792.012,5741550.933,51.79424638774675,11.679739538090667
4236732-0,2.2,befriedigend,684431.225,5740334.253,51.783437859802234,11.673867106801302
4236733-0,2.4,befriedigend,684406.008,5738145.97,51.763792074134244,11.672340038576207
4236734-A2,2.3,befriedigend,684351.864,5737346.916,51.75663315921805,11.671132508008746
4236735-0,2.4,befriedigend,684101.214,5736208.001,51.746486323846,11.666902051783875
4236736-A1,2.3,befriedigend,684106.533,5736235.425,51.746730887744434,11.666993527998425
4236736-A2,2.4,befriedigend,684106.533,5736235.425,51.746730887744434,11.666993527998425
4236737-0,2.5,ausreichend,684249.695,5734842.202,51.73417046785582,11.668327260365249
4236740-A1,2.2,befriedigend,684644.292,5734308.403,51.729246290286355,11.673752055045817
4236740-A2,2.3,befriedigend,684644.292,5734308.403,51.729246290286355,11.673752055045817
4236741-A1,2.8,ausreichend,685296.655,5733880.838,51.72519091045148,11.68295998174845
4236741-A2,2.8,ausreichend,685296.655,5733880.838,51.72519091045148,11.68295998174845
4236741-B1,2.3,befriedigend,685296.655,5733880.838,51.72519091045148,11.68295998174845
4236741-B2,2.3,befriedigend,685296.655,5733880.838,51.72519091045148,11.68295998174845
4236742-A1,2.5,ausreichend,686341.019,5733413.606,51.720648468400476,11.697813636202893
4236742-A2,2.5,ausreichend,686341.019,5733413.606,51.720648468400476,11.697813636202893
4236743-0,2.4,befriedigend,687313.66,5732918.934,51.715881692617266,11.711612471673956
4236744-A1,2.2,befriedigend,687261.607,5732957.956,51.71624953968747,11.710880815074693
4237536-0,3.0,nicht ausreichend,705977.682,5738705.466,51.761298583469554,11.984846411369961
4239531-A1,3.0,nicht ausreichend,725906.149,5743148.327,51.79349875095429,12.276035850749674
4239531-A2,3.0,nicht ausreichend,725906.149,5743148.327,51.79349875095429,12.276035850749674
4239532-A1,2.3,befriedigend,725685.205,5742615.636,51.788806159447056,12.272490956692229
4239532-A2,2.4,befriedigend,725685.205,5742615.636,51.788806159447056,12.272490956692229
4239533-0,2.4,befriedigend,725512.199,5742101.955,51.78426477813709,12.269652985635556
4239534-A1,2.8,ausreichend,725264.634,5741664.475,51.780437355746514,12.265786027190732
4239534-A2,2.2,befriedigend,725264.634,5741664.475,51.780437355746514,12.265786027190732
4239535-A1,2.3,befriedigend,724821.71,5741216.722,51.776596059926916,12.259086039014111
4239535-A2,2.3,befriedigend,724821.71,5741216.722,51.776596059926916,12.259086039014111
4239536-A1,2.8,ausreichend,724051.251,5740484.179,51.7703289987067,12.24746409730442
4239536-A2,2.5,ausreichend,724051.251,5740484.179,51.7703289987067,12.24746409730442
4239537-0,2.4,befriedigend,722776.356,5738394.771,51.752080947895806,12.227678006198078
4239580-A1,2.7,ausreichend,725792.355,5742895.725,51.79127718078391,12.27422416497842
4239580-A2,2.8,ausreichend,725792.355,5742895.725,51.79127718078391,12.27422416497842
4239638-0,2.3,befriedigend,722103.718,5736024.865,51.73107291952054,12.216436549782898
4239639-0,2.8,ausreichend,722011.422,5734622.965,51.71852430500866,12.214208701131033
4240514-0,2.8,ausreichend,736362.581,5733528.852,51.70284214735845,12.420851214047898
4240515-0,3.0,nicht ausreichend,736510.844,5733156.678,51.69943930364252,12.422740542761527
4240520-0,3.0,nicht ausreichend,736293.535,5738031.402,51.74328314335601,12.422907728133099
4240521-0,2.6,ausreichend,735724.317,5738760.636,51.750067949466484,12.415172036848409
4240522-0,2.3,befriedigend,740118.238,5737482.044,51.73672749783572,12.477823547284643
4240523-0,2.5,ausreichend,739346.184,5737721.446,51.739206217473296,12.466827991595888
4240524-0,2.5,ausreichend,737706.971,5737189.432,51.73512876429616,12.442767762408376
4240525-0,2.2,befriedigend,736804.468,5736307.57,51.72759571467994,12.42912217023079
4240526-0,2.3,befriedigend,736802.949,5736147.298,51.72615787242872,12.428991252473944
4241506-0,2.3,befriedigend,751359.399,5741836.997,51.770878898443215,12.643438950802672
4241602-0,3.5,ungenŸgend,751609.805,5743791.765,51.78830670799362,12.648476959218867
4242750-0,3.3,nicht ausreichend,762935.24,5735979.049,51.71300973953322,12.806413772142303
4242751-0,2.9,ausreichend,762833.566,5736202.831,51.715065039671984,12.805114098268218
4242752-0,3.5,ungenŸgend,762822.903,5736256.723,51.71555352895029,12.805000727850478
4244601-0,3.2,nicht ausreichend,786424.248,5745119.09,51.783481853995966,13.15305668164289
4244602-0,2.7,ausreichend,777259.293,5746044.949,51.79640027678008,13.02126621622035
4245501-0,2.5,ausreichend,788105.822,5746842.334,51.798072000147904,13.178799599225224
4246502-0,2.9,ausreichend,808642.889,5744645.899,51.76743533544738,13.47377817799337
4249507-0,2.2,befriedigend,836269.91,5748348.671,51.78471194079673,13.876316165213577
4250513-1,2.4,befriedigend,849318.756,5749202.45,51.7843719356667,14.065616208148391
4250513-2,2.2,befriedigend,849318.756,5749202.45,51.7843719356667,14.065616208148391
4250516-1,2.2,befriedigend,849864.539,5748664.762,51.77921568148866,14.072955887014253
4250516-2,2.2,befriedigend,849864.539,5748664.762,51.77921568148866,14.072955887014253
4250520-2,2.2,befriedigend,855297.835,5745289.329,51.74556886098042,14.147948782641866
4250526-0,2.3,befriedigend,850811.346,5748180.606,51.774287462669115,14.086137346269524
4251511-1,2.2,befriedigend,864295.436,5743408.945,51.72296160325159,14.27576126105216
4251512-1,2.2,befriedigend,864587.978,5743497.634,51.7235657110585,14.280071263326654
4251513-1,2.3,befriedigend,866008.206,5743660.992,51.72410394070796,14.30071628870236
4251513-2,2.2,befriedigend,866008.206,5743660.992,51.72410394070796,14.30071628870236
4251518-0,2.2,befriedigend,865267.794,5743677.433,51.72473347347368,14.29005979267416
4251519-0,2.3,befriedigend,867273.265,5743246.957,51.71957088743115,14.318516432126188
4251520-0,2.4,befriedigend,867770.228,5743152.182,51.71839706084457,14.325579563178525
4252516-0,2.5,ausreichend,870385.569,5750590.31,51.78326298921358,14.371188443699868
4252517-1,2.8,ausreichend,870860.721,5751881.554,51.79450735548576,14.379425085163376
4252517-2,2.9,ausreichend,870860.721,5751881.554,51.79450735548576,14.379425085163376
4252543-0,2.4,befriedigend,879478.101,5743288.815,51.711829453500535,14.494439753154419
4252545-0,2.5,ausreichend,876978.713,5748206.746,51.75753090493345,14.463750479611992
4252546-0,2.9,ausreichend,877033.656,5747207.409,51.74854944973338,14.463460255517917
4252549-1,2.3,befriedigend,868510.972,5743090.824,51.71736202002307,14.33619115887023
4252553-1,2.5,ausreichend,871271.412,5743214.918,51.71665425813202,14.376106703182082
4252553-2,2.5,ausreichend,871271.412,5743214.918,51.71665425813202,14.376106703182082
4252554-0,2.3,befriedigend,874795.476,5742373.334,51.70677986845462,14.42598649737642
4252556-1,2.2,befriedigend,876494.629,5742846.639,51.709879893578744,14.450976515338905
4252557-2,2.3,befriedigend,877467.122,5743191.182,51.71231093510725,14.465360361767502
4252561-0,2.7,ausreichend,870161.732,5750138.907,51.77937008006047,14.367476882790834
4252562-1,2.7,ausreichend,870315.368,5750446.326,51.78202049212295,14.370021761244008
4252562-2,2.3,befriedigend,870325.093,5750466.427,51.78219400261926,14.370183543736424
4252573-0,2.9,ausreichend,871043.689,5750747.064,51.784230615631195,14.380854336714288
4252857-2,2.2,befriedigend,868819.26,5746794.556,51.75031638353113,14.344555269011652
4252871-1,2.1,befriedigend,869663.8,5747479.763,51.755894286320554,14.357463743857814
4252871-2,2.1,befriedigend,869663.8,5747479.763,51.755894286320554,14.357463743857814
4252872-1,2.6,ausreichend,869729.89,5747715.085,51.75795730906536,14.358667124998048
4252872-2,2.6,ausreichend,869729.89,5747715.085,51.75795730906536,14.358667124998048
4252874-2,2.7,ausreichend,869812.619,5749435.476,51.77330360276756,14.361690014960448
4253505-2,2.2,befriedigend,887560.737,5743851.464,51.711344930685925,14.61149442957756
4253506-1,2.3,befriedigend,887834.542,5743784.112,51.71055323509193,14.61536348112716
4253513-0,2.2,befriedigend,888633.003,5743589.577,51.708260585889946,14.62664754357635
4302550-1,2.2,befriedigend,303297.153,5727086.216,51.660288538040454,6.155929997781406
4302551-0,2.2,befriedigend,302409.63,5727484.663,51.66355544033822,6.142889488584873
4302552-0,2.2,befriedigend,302020.214,5727683.151,51.66520087809198,6.1371537593883385
4302555-0,2.3,befriedigend,299997.675,5728755.429,51.67411384827484,6.107333435518389
4302558-1,2.2,befriedigend,297920.768,5728664.538,51.672554527416544,6.0773892532488585
4302558-2,2.2,befriedigend,297920.768,5728664.538,51.672554527416544,6.0773892532488585
4302559-0,2.1,befriedigend,297071.626,5728758.349,51.67309088989623,6.06507120100852
4303502-0,2.3,befriedigend,306702.247,5723246.602,51.626986960679,6.207220621449635
4303503-0,2.2,befriedigend,306612.94,5723428.092,51.628586210596374,6.205831753474947
4303551-0,2.2,befriedigend,304458.324,5728875.401,51.676761459549795,6.171695719711531
4303846-1,2.7,ausreichend,304680.308,5726598.715,51.65639281782262,6.176174712364042
4303846-2,2.1,befriedigend,304680.308,5726598.715,51.65639281782262,6.176174712364042
4303847-1,2.8,ausreichend,304962.288,5726510.873,51.65570184010313,6.1802950969402
4303847-2,2.2,befriedigend,304962.288,5726510.873,51.65570184010313,6.1802950969402
4303849-2,2.2,befriedigend,306018.356,5726170.133,51.65300712561729,6.1957321614875775
4303851-0,2.1,befriedigend,308666.633,5725577.314,51.648590451820624,6.234292487549226
4303852-1,2.2,befriedigend,309970.368,5725415.773,51.6475817025391,6.253202205183992
4303852-2,2.3,befriedigend,309970.368,5725415.773,51.6475817025391,6.253202205183992
4303853-1,2.2,befriedigend,311802.565,5724674.44,51.64153966470437,6.280052254720904
4303853-2,2.2,befriedigend,311802.565,5724674.44,51.64153966470437,6.280052254720904
4303854-0,2.2,befriedigend,312627.448,5724154.05,51.63714118978545,6.292238189345943
4303856-0,2.2,befriedigend,312529.832,5724092.843,51.63655894081634,6.2908619951852724
4303858-0,2.3,befriedigend,313977.763,5722749.26,51.62497202174193,6.312474926530982
4303859-3,2.1,befriedigend,314985.173,5721856.298,51.61728373308162,6.327483732832514
4303860-0,2.3,befriedigend,315155.305,5721718.861,51.61610519177543,6.330010880465292
4304863-2,2.1,befriedigend,316592.538,5720308.108,51.6039039456507,6.351484999818525
4304864-1,2.2,befriedigend,316845.633,5720043.601,51.60161050834678,6.35527376927603
4304864-2,2.5,ausreichend,316845.633,5720043.601,51.60161050834678,6.35527376927603
4305502-0,2.2,befriedigend,336267.088,5724116.886,51.64418538934156,6.63354070741038
4305510-0,2.9,ausreichend,334740.981,5724452.633,51.646755262162145,6.61134558929
4305512-0,2.3,befriedigend,336014.028,5725894.868,51.6600846764925,6.62905288339948
4305514-0,2.2,befriedigend,334251.372,5729074.263,51.688130021651986,6.602083190442792
4305535-0,2.3,befriedigend,336526.447,5723690.414,51.64042947492978,6.637485061173718
4306542-1,2.2,befriedigend,338732.865,5730014.102,51.69787851234418,6.666424647069963
4306544-0,2.2,befriedigend,339972.387,5728724.452,51.68664694250589,6.684936476862134
4306545-0,2.2,befriedigend,341037.792,5728165.241,51.68192549414071,6.700590548419207
4306548-1,2.2,befriedigend,342574.498,5726022.92,51.663110965607686,6.7237656825412655
4306549-0,2.2,befriedigend,343173.329,5725037.528,51.65442519683729,6.732858979571546
4306550-0,2.7,ausreichend,343622.351,5724065.364,51.6458158781091,6.739779394117141
4306551-2,2.2,befriedigend,343789.611,5723594.73,51.64163394445764,6.742404994592128
4306552-0,2.1,befriedigend,344232.111,5722460.812,51.631568902893,6.749299395571308
4306553-1,3.5,ungenŸgend,344718.904,5721745.778,51.625279147513695,6.756644330097325
4306553-2,3.3,nicht ausreichend,344718.904,5721745.778,51.625279147513695,6.756644330097325
4306554-0,2.2,befriedigend,345370.027,5720876.254,51.61764602168567,6.766427206731637
4306555-1,2.2,befriedigend,345666.166,5720480.691,51.61417326273702,6.770875532566603
4306555-2,2.1,befriedigend,345666.166,5720480.691,51.61417326273702,6.770875532566603
4306556-0,2.1,befriedigend,345717.128,5720412.634,51.61357575617409,6.77164096126302
4306558-1,2.2,befriedigend,346375.36,5719044.929,51.60146717780178,6.7817395857332095
4306558-2,2.2,befriedigend,346375.36,5719044.929,51.60146717780178,6.7817395857332095
4307506-0,2.5,ausreichend,353903.351,5728996.304,51.69288721139028,6.886202204580449
4307680-0,2.4,befriedigend,360425.689,5723973.755,51.64941474646609,6.9825127914240035
4307684-0,2.8,ausreichend,361077.096,5724718.554,51.65626881277109,6.991626473262082
4307685-0,2.2,befriedigend,361107.422,5724724.695,51.65633148960232,6.992062158987547
4307687-2,2.2,befriedigend,359376.499,5726039.11,51.66771222155297,6.966526634915196
4307692-0,2.8,ausreichend,358979.583,5727136.184,51.677470790204964,6.960348065806503
4307700-2,2.7,ausreichend,359349.681,5725962.38,51.66701602874625,6.96616998592887
4307721-0,2.5,ausreichend,359117.385,5726791.646,51.67440943251117,6.962478798281676
4307751-0,2.3,befriedigend,357424.256,5718682.66,51.601117371284005,6.941312010860291
4307752-0,2.7,ausreichend,357415.58,5719123.161,51.60507341050622,6.941007731756829
4307753-0,2.8,ausreichend,357395.018,5719423.163,51.607763947175414,6.940589001852739
4307754-0,2.2,befriedigend,357345.211,5719819.773,51.61131516595373,6.939708834901715
4307756-0,2.4,befriedigend,357115.078,5721058.188,51.62238484638138,6.935882505445706
4307758-1,2.4,befriedigend,356991.916,5721821.222,51.62920994591629,6.933792999995904
4307758-2,2.5,ausreichend,356991.916,5721821.222,51.62920994591629,6.933792999995904
4307759-1,2.3,befriedigend,356976.895,5722822.672,51.63820482472437,6.933166998605431
4307759-2,2.3,befriedigend,356976.895,5722822.672,51.63820482472437,6.933166998605431
4307762-0,2.4,befriedigend,356882.718,5724170.124,51.650288590210934,6.931255818628226
4307763-0,2.5,ausreichend,356787.81,5724558.135,51.653750942638965,6.929726004938866
4307764-0,2.3,befriedigend,356656.325,5724958.952,51.6573190137658,6.927662275956635
4307765-A1,3.0,nicht ausreichend,356479.399,5725368.089,51.660950200934174,6.924938265638684
4307765-A2,2.7,ausreichend,356479.399,5725368.089,51.660950200934174,6.924938265638684
4307765-B1,2.7,ausreichend,356453.041,5725421.8,51.66142609370533,6.924535385334405
4307765-B2,2.7,ausreichend,356453.041,5725421.8,51.66142609370533,6.924535385334405
4307765-C1,3.2,nicht ausreichend,356405.944,5725531.828,51.66240272682014,6.923809714609025
4307765-C2,3.3,nicht ausreichend,356405.944,5725531.828,51.66240272682014,6.923809714609025
4307766-1,2.5,ausreichend,356215.207,5725967.532,51.66626900008482,6.920874586163411
4307766-2,2.5,ausreichend,356215.207,5725967.532,51.66626900008482,6.920874586163411
4307767-1,2.5,ausreichend,356041.699,5726872.61,51.67435717690513,6.917994485804812
4307767-2,2.5,ausreichend,356041.699,5726872.61,51.67435717690513,6.917994485804812
4307768-2,2.3,befriedigend,356051.529,5727078.747,51.67621194335326,6.918051588782904
4307770-0,3.0,nicht ausreichend,356301.051,5728084.377,51.68531194716205,6.921244001363098
4307771-0,2.2,befriedigend,356514.951,5728908.013,51.69276744998454,6.923997446517562
4308535-1,2.8,ausreichend,364892.764,5724344.877,51.65384093966522,7.046898002241709
4308535-2,2.3,befriedigend,364892.764,5724344.877,51.65384093966522,7.046898002241709
4308536-0,3.0,nicht ausreichend,365182.066,5724859.563,51.6585355077405,7.050879059018484
4308537-0,2.7,ausreichend,365392.554,5725213.454,51.66176612343001,7.053784001355331
4308539-0,2.2,befriedigend,366079.42,5725926.879,51.66834129418535,7.063435487002856
4308540-1,2.3,befriedigend,366218.118,5726024.38,51.66925051257046,7.065402567823569
4308540-2,2.2,befriedigend,366218.118,5726024.38,51.66925051257046,7.065402567823569
4308541-1,2.3,befriedigend,366592.312,5726235.63,51.67123785689465,7.0707297419848505
4308541-2,2.3,befriedigend,366592.312,5726235.63,51.67123785689465,7.0707297419848505
4308542-0,2.1,befriedigend,366819.589,5726330.512,51.67214442603522,7.07397832196425
4308543-2,2.2,befriedigend,366982.618,5726387.141,51.67269194105991,7.0763130085751635
4308544-2,2.2,befriedigend,367307.88,5726464.889,51.6734675378932,7.08098453951574
